Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019
United Arab Emirates,20,6.774,2.096,0.7759999999999999,0.67,0.284,0.11200000000000003,0.18600000000000005,2.6500000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
United Kingdom,21,6.867000000000001,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.9696800000000008,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Myanmar,130,4.308,0.682,1.1740000000000002,0.429,0.58,0.17800000000000002,0.598,0.6669999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Trinidad and Tobago,38,6.1680002212524405,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.00896481610834599,0.32529646158218395,2.053540488705031,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Hong Kong S.A.R., China",71,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.293933749198914,0.374465793371201,0.5551037490367879,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bosnia and Herzegovina,78,5.386,0.945,1.212,0.845,0.212,0.006,0.263,1.9030000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Croatia,77,5.2930002212524405,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,1.8542940802872152,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Romania,71,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4514499999999995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Colombia,36,6.35699987411499,1.07062232494354,1.4021829366683998,0.595027923583984,0.477487415075302,0.0466687418520451,0.14901447296142598,2.615996059030293,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
South Africa,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71931,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Luxembourg,17,6.9460000000000015,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034000000000003,1.9693700000000005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Honduras,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.8441000000000003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Costa Rica,12,7.226,0.95578,1.23788,0.8602700000000001,0.63376,0.10583,0.25497,3.17751,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Somalia,98,4.982,0.0,0.7120000000000001,0.115,0.674,0.282,0.238,2.9610000000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Serbia,86,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.2756000000000007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mauritius,57,5.888,1.12,1.402,0.7979999999999999,0.498,0.06,0.215,1.794999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Kenya,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.7852199999999994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Haiti,136,4.0280000000000005,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.3714200000000005,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Thailand,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5799600000000003,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Panama,31,6.3210000000000015,1.149,1.442,0.91,0.516,0.054000000000000006,0.109,2.141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Rwanda,151,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.455220013856888,0.2527560293674469,0.5403023362159725,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Slovenia,44,6.1179999999999986,1.258,1.523,0.953,0.564,0.057,0.14400000000000002,1.6189999999999989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangladesh,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.6089199999999995,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Myanmar,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.5062099999999994,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Jamaica,65,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,2.3204799999999994,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gabon,118,4.46500015258789,1.1982102394104,1.1556202173233,0.35657858848571794,0.31232857704162603,0.0760467872023582,0.0437853783369064,1.3224303647875812,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Burkina Faso,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87298,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Bolivia,62,5.752000000000002,0.7509999999999999,1.223,0.508,0.606,0.054000000000000006,0.141,2.4690000000000007,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Senegal,111,4.681,0.45,1.134,0.5710000000000001,0.292,0.07200000000000001,0.153,2.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lithuania,56,5.832999999999998,1.14723,1.25745,0.73128,0.21342,0.01031,0.026410000000000003,2.4468999999999994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Latvia,54,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.0738427266478539,0.153074786067009,1.9933439418673555,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Senegal,128,4.2189999999999985,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.97873,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
South Africa,101,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.0725094974040985,0.13936237990856198,1.5113139748573283,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Lithuania,52,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,2.2286894712597207,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Slovenia,62,5.75799989700317,1.3412059545517,1.4525188207626298,0.7908282279968258,0.572575807571411,0.0451289787888527,0.242649093270302,1.3130930140614492,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Indonesia,81,5.26200008392334,0.995538592338562,1.27444469928741,0.4923457205295561,0.443323463201523,0.0153171354904771,0.611704587936401,1.4293258851394106,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bhutan,84,5.1960000000000015,0.8527,0.90836,0.49759,0.46074,0.1616,0.4854600000000001,1.82955,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Slovakia,45,6.0779999999999985,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61017,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Myanmar,129,4.307,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.79588,1.4180199999999994,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Madagascar,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,1.7769999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Nigeria,85,5.265,0.696,1.111,0.245,0.426,0.041,0.215,2.531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Brazil,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26043,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nepal,107,4.793,0.4462600000000001,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,2.32722,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Mongolia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539000000000003,1.5359900000000004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mali,135,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064,2.1107299999999998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Trinidad and Tobago,43,6.167999999999998,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.5142199999999995,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Finland,5,7.4129999999999985,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82547,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Honduras,104,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.2959099999999997,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nigeria,95,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.230947196483612,2.36553608439862,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ireland,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.1602200000000003,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Malawi,147,3.587,0.18600000000000005,0.541,0.306,0.531,0.08,0.21,1.7329999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Bhutan,95,5.082,0.813,1.321,0.604,0.457,0.16699999999999998,0.37,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Argentina,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.8359400000000003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bangladesh,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.17225535213947304,1.9786141812801337,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mauritius,66,5.648,1.14372,0.75695,0.66189,0.46145,0.052029999999999986,0.36951,2.20245,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Saudi Arabia,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Hungary,104,4.8,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.2411599999999998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hungary,69,5.62,1.171,1.401,0.732,0.259,0.022,0.061,1.974,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Iceland,2,7.561,1.30232,1.40223,0.94784,0.6287699999999999,0.14145,0.4363,2.7020899999999988,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Panama,25,6.7010000000000005,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.005170000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Malaysia,80,5.339,1.221,1.171,0.828,0.508,0.024,0.26,1.327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
India,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.17991,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Italy,47,6.0,1.264,1.501,0.946,0.281,0.028,0.13699999999999998,1.8430000000000009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
El Salvador,42,6.13,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.0348399999999986,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Malaysia,35,6.322,1.161,1.258,0.669,0.35600000000000004,0.059,0.311,2.508,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Albania,112,4.586,0.916,0.8170000000000001,0.79,0.419,0.032,0.149,1.463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Japan,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.8057799999999995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Swaziland,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Paraguay,63,5.7429999999999986,0.855,1.475,0.777,0.514,0.08,0.184,1.8579999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Afghanistan,141,3.79399991035461,0.401477217674255,0.581543326377869,0.18074677884578694,0.106179520487785,0.0611578300595284,0.311870932579041,2.151024304330345,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Netherlands,6,7.441,1.361,1.4880000000000002,0.878,0.638,0.295,0.333,2.4479999999999995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Moldova,67,5.64,0.657,1.301,0.62,0.232,0.0,0.171,2.6590000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Argentina,47,6.086,1.092,1.432,0.8809999999999999,0.471,0.05,0.066,2.0940000000000007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Togo,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56729,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Serbia,87,5.122999999999998,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.0249199999999994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mozambique,113,4.5500001907348615,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.17943638563156106,0.322228103876114,2.355883508920668,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Algeria,53,5.8720002174377415,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.14609611034393302,0.0694366469979286,2.567465074360359,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Vietnam,75,5.36,0.63216,0.91226,0.7467600000000001,0.59444,0.10441,0.1686,2.2013700000000003,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Guinea,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.9917799999999999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Mali,127,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727805,0.306613743305206,0.10497024655342098,0.183354198932648,1.6680423021316515,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Uzbekistan,44,6.002999999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.30826,0.22837,2.237569999999999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Benin,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6331899999999997,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Honduras,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2.3230000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Uganda,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.5137799999999997,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Indonesia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.0321700000000003,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Bulgaria,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.8994100000000005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Finland,1,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2.7140000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kuwait,39,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.496337592601776,0.21515955030918105,0.228289797902107,1.6404561698436826,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Uruguay,28,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.5793922543525699,0.17806187272071802,0.175096929073334,2.1724445521831472,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Malaysia,61,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10501,0.33075,1.88497,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Poland,42,6.122999999999998,1.176,1.4480000000000002,0.7809999999999999,0.546,0.064,0.108,1.9999999999999991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
South Korea,47,5.984,1.24461,0.95774,0.96538,0.33208000000000004,0.07857,0.18557,2.2200500000000005,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cambodia,120,4.433,0.5489999999999999,1.088,0.457,0.696,0.065,0.256,1.3219999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Pakistan,75,5.472,0.652,0.81,0.424,0.334,0.113,0.21600000000000005,2.923,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Venezuela,102,4.806,0.996,1.469,0.657,0.133,0.052000000000000005,0.056,1.443,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Taiwan,25,6.4460000000000015,1.368,1.43,0.914,0.35100000000000003,0.097,0.242,2.044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
South Sudan,147,3.5910000801086404,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.116793513298035,0.285670816898346,1.8794155567884423,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Namibia,113,4.6389999999999985,0.879,1.3130000000000002,0.477,0.401,0.056,0.07,1.4429999999999992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
United Kingdom,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.1496299999999984,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Iraq,117,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.107215754687786,0.19963726401329,1.3190875127911563,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Moldova,71,5.529,0.685,1.328,0.7390000000000001,0.245,0.0,0.181,2.351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Macedonia,93,5.007,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7392899999999996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kosovo,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2.0105188637971927,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
El Salvador,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22096,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Italy,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02503,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
South Korea,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175,1.9800000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Trinidad & Tobago,39,6.192,1.231,1.477,0.713,0.489,0.016,0.185,2.0810000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Bolivia,51,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,2.82356,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
United States,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.7281400000000002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Armenia,116,4.559,0.85,1.055,0.815,0.28300000000000003,0.064,0.095,1.3970000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Malawi,132,4.1560000000000015,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.828650000000001,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Germany,26,6.75,1.32792,1.29937,0.89186,0.6147699999999999,0.21843,0.28214,2.1155100000000004,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
